selected_file_path,detected_tournament_label,detected_school_folder,detected_team_code,reason_selected
Michigan\EsSh\Michigan-EsSh-Neg-Northwestern-Round-2.docx,Northwestern,Michigan,EsSh,matched tournament token using tournament_disclosure_counts logic
Michigan\EsSh\Michigan-EsSh-Neg-Northwestern-Round-3.docx,Northwestern,Michigan,EsSh,matched tournament token using tournament_disclosure_counts logic
Michigan\EsSh\Michigan-EsSh-Neg-Northwestern-Round-6.docx,Northwestern,Michigan,EsSh,matched tournament token using tournament_disclosure_counts logic
Michigan\EsSh\Michigan-EsSh-Neg-Northwestern-Round-7.docx,Northwestern,Michigan,EsSh,matched tournament token using tournament_disclosure_counts logic
Michigan\HwMc\Michigan-HwMc-Aff-1---Northwestern-Round-2.docx,Northwestern,Michigan,HwMc,matched tournament token using tournament_disclosure_counts logic
Michigan\HwMc\Michigan-HwMc-Neg-1---Northwestern-Round-1.docx,Northwestern,Michigan,HwMc,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Aff-0---northwestern-Round-2.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Aff-0---northwestern-Round-4.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Aff-0---northwestern-Round-5.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Aff-0---northwestern-Round-7.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Neg-0---northwestern-Round-1.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Neg-0---northwestern-Round-3.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Neg-0---northwestern-Round-6.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\JoGa\Michigan-JoGa-Neg-0---northwestern-Round-8.docx,Northwestern,Michigan,JoGa,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Aff-1---Northwestern-Round-2.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Aff-1---Northwestern-Round-3.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Aff-1---Northwestern-Round-6.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Aff-1---Northwestern-Round-7.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Neg-1---Northwestern-Round-1.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Neg-1---Northwestern-Round-4.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Neg-1---Northwestern-Round-5.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\MoAl\Michigan-MoAl-Neg-1---Northwestern-Round-8.docx,Northwestern,Michigan,MoAl,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Aff-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Aff-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Aff-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Aff-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Neg-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Neg-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Neg-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\OuAg\Michigan-OuAg-Neg-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,Michigan,OuAg,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Aff-Northwestern-Round-1.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Aff-Northwestern-Round-3.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Aff-Northwestern-Round-5.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Aff-Northwestern-Round-8.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Neg-Northwestern-Round-2.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Neg-Northwestern-Round-4.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Neg-Northwestern-Round-6.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
Michigan\ShSh\Michigan-ShSh-Neg-Northwestern-Round-7.docx,Northwestern,Michigan,ShSh,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Aff-01---Northwestern-Round-2.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Aff-01---Northwestern-Round-4.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Aff-01---Northwestern-Round-5.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Aff-01---Northwestern-Round-8.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Neg-01---Northwestern-Round-1.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Neg-01---Northwestern-Round-3.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Neg-01---Northwestern-Round-6.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\FoMa\MichiganState-FoMa-Neg-01---Northwestern-Round-7.docx,Northwestern,MichiganState,FoMa,matched tournament token using tournament_disclosure_counts logic
MichiganState\GeSh\MichiganState-GeSh-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,MichiganState,GeSh,matched tournament token using tournament_disclosure_counts logic
MichiganState\GeSh\MichiganState-GeSh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,MichiganState,GeSh,matched tournament token using tournament_disclosure_counts logic
MichiganState\GeSh\MichiganState-GeSh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,MichiganState,GeSh,matched tournament token using tournament_disclosure_counts logic
MichiganState\GeSh\MichiganState-GeSh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,MichiganState,GeSh,matched tournament token using tournament_disclosure_counts logic
MichiganState\GeSh\MichiganState-GeSh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,MichiganState,GeSh,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Aff-Northwestern-Round-2.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Aff-Northwestern-Round-3.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Aff-Northwestern-Round-6.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Aff-Northwestern-Round-7.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Neg-Northwestern-Round-1.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Neg-Northwestern-Round-4.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Neg-Northwestern-Round-5.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\GuLe\MichiganState-GuLe-Neg-Northwestern-Round-8.docx,Northwestern,MichiganState,GuLe,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Aff-1---Northwestern-Round-2.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Aff-1---Northwestern-Round-3.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Aff-1---Northwestern-Round-6.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Aff-1---Northwestern-Round-8.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Neg-1---Northwestern-Round-1.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Neg-1---Northwestern-Round-4.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Neg-1---Northwestern-Round-7.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MichiganState\JaSc\MichiganState-JaSc-Neg-1-Northwestern-Round-5.docx,Northwestern,MichiganState,JaSc,matched tournament token using tournament_disclosure_counts logic
MissouriState\BaDe\MissouriState-BaDe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,MissouriState,BaDe,matched tournament token using tournament_disclosure_counts logic
MissouriState\BaDe\MissouriState-BaDe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,MissouriState,BaDe,matched tournament token using tournament_disclosure_counts logic
MissouriState\BaDe\MissouriState-BaDe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,MissouriState,BaDe,matched tournament token using tournament_disclosure_counts logic
MissouriState\BaDe\MissouriState-BaDe-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,MissouriState,BaDe,matched tournament token using tournament_disclosure_counts logic
MissouriState\BaDe\MissouriState-BaDe-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,MissouriState,BaDe,matched tournament token using tournament_disclosure_counts logic
MissouriState\BaDe\MissouriState-BaDe-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,MissouriState,BaDe,matched tournament token using tournament_disclosure_counts logic
MissouriState\BuCo\MissouriState-BuCo-Aff-01---Northwestern-Round-1.docx,Northwestern,MissouriState,BuCo,matched tournament token using tournament_disclosure_counts logic
MissouriState\BuCo\MissouriState-BuCo-Neg-01---Northwestern-Round-2.docx,Northwestern,MissouriState,BuCo,matched tournament token using tournament_disclosure_counts logic
MissouriState\BuCo\MissouriState-BuCo-Neg-01---Northwestern-Round-4.docx,Northwestern,MissouriState,BuCo,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Aff-01-Northwestern-Round-1.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Aff-01-Northwestern-Round-3.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Aff-01-Northwestern-Round-6.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Aff-01-Northwestern-Round-7.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Neg-01-Northwestern-Round-2.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Neg-01-Northwestern-Round-4.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Neg-01-Northwestern-Round-5.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\HaNe\MissouriState-HaNe-Neg-01-Northwestern-Round-8.docx,Northwestern,MissouriState,HaNe,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Aff-01-Northwestern-Round-1.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Aff-01-Northwestern-Round-3.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Aff-01-Northwestern-Round-5.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Aff-01-Northwestern-Round-7.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Neg-01-Northwestern-Round-2.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Neg-01-Northwestern-Round-4.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Neg-01-Northwestern-Round-6.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
MissouriState\NeSi\MissouriState-NeSi-Neg-01-Northwestern-Round-8.docx,Northwestern,MissouriState,NeSi,matched tournament token using tournament_disclosure_counts logic
NorthTexas\GaVa\NorthTexas-GaVa-Aff-01---Northwestern-Round-4.docx,Northwestern,NorthTexas,GaVa,matched tournament token using tournament_disclosure_counts logic
NorthTexas\HaVa\NorthTexas-HaVa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,NorthTexas,HaVa,matched tournament token using tournament_disclosure_counts logic
NorthTexas\HaVa\NorthTexas-HaVa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,NorthTexas,HaVa,matched tournament token using tournament_disclosure_counts logic
NorthTexas\HaVa\NorthTexas-HaVa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,NorthTexas,HaVa,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Aff-01---Northwestern-Round-1.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Aff-01---Northwestern-Round-3.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Aff-01---Northwestern-Round-6.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Aff-01---Northwestern-Round-7.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Neg-01---Northwestern-Round-2.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Neg-01---Northwestern-Round-4.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Neg-01---Northwestern-Round-5.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\LuLe\Northwestern-LuLe-Neg-01---Northwestern-Round-8.docx,Northwestern,Northwestern,LuLe,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Aff-01---Northwestern-Round-1.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Aff-01---Northwestern-Round-4.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Aff-01---Northwestern-Round-6.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Aff-01---Northwestern-Round-7.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Neg-01---Northwestern-Round-2.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Neg-01---Northwestern-Round-3.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Neg-01---Northwestern-Round-5.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Northwestern\RuLi\Northwestern-RuLi-Neg-01---Northwestern-Round-8.docx,Northwestern,Northwestern,RuLi,matched tournament token using tournament_disclosure_counts logic
Oklahoma\Webu\Oklahoma-Webu-Aff-NorthWestern-Round-2.docx,Northwestern,Oklahoma,Webu,matched tournament token using tournament_disclosure_counts logic
Oklahoma\Webu\Oklahoma-Webu-Neg-NorthWestern-Round-1.docx,Northwestern,Oklahoma,Webu,matched tournament token using tournament_disclosure_counts logic
Oklahoma\Webu\Oklahoma-Webu-Neg-NorthWestern-Round-4.docx,Northwestern,Oklahoma,Webu,matched tournament token using tournament_disclosure_counts logic
Oklahoma\Webu\Oklahoma-Webu-Neg-NorthWestern-Round-6.docx,Northwestern,Oklahoma,Webu,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BhRa\SouthernCalifornia-BhRa-Aff-1-Northwestern-Round-1.docx,Northwestern,SouthernCalifornia,BhRa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BhRa\SouthernCalifornia-BhRa-Neg-1-Northwestern-Round-4.docx,Northwestern,SouthernCalifornia,BhRa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BhRa\SouthernCalifornia-BhRa-Neg-1-Northwestern-Round-5.docx,Northwestern,SouthernCalifornia,BhRa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BhRa\SouthernCalifornia-BhRa-Neg-1-Northwestern-Round-8.docx,Northwestern,SouthernCalifornia,BhRa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BhZh\SouthernCalifornia-BhZh-Aff-Northwestern-Round-1.docx,Northwestern,SouthernCalifornia,BhZh,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Aff-Northwestern-Round-2.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Aff-Northwestern-Round-4.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Aff-Northwestern-Round-6.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Aff-Northwestern-Round-8.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Neg-Northwestern-Round-1.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Neg-Northwestern-Round-3.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Neg-Northwestern-Round-5.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\BrMa\SouthernCalifornia-BrMa-Neg-Northwestern-Round-7.docx,Northwestern,SouthernCalifornia,BrMa,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\TrMi\SouthernCalifornia-TrMi-Aff-Northwestern-Round-1.docx,Northwestern,SouthernCalifornia,TrMi,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\TrMi\SouthernCalifornia-TrMi-Neg-Northwestern-Round-2.docx,Northwestern,SouthernCalifornia,TrMi,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\TrMi\SouthernCalifornia-TrMi-Neg-Northwestern-Round-4.docx,Northwestern,SouthernCalifornia,TrMi,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\TrMi\SouthernCalifornia-TrMi-Neg-Northwestern-Round-5.docx,Northwestern,SouthernCalifornia,TrMi,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\TrMi\SouthernCalifornia-TrMi-Neg-Northwestern-Round-8.docx,Northwestern,SouthernCalifornia,TrMi,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\VeHu\SouthernCalifornia-VeHu-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,SouthernCalifornia,VeHu,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\VeHu\SouthernCalifornia-VeHu-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,SouthernCalifornia,VeHu,matched tournament token using tournament_disclosure_counts logic
SouthernCalifornia\VeHu\SouthernCalifornia-VeHu-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,SouthernCalifornia,VeHu,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Stanford\LaLa\Stanford-LaLa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,Stanford,LaLa,matched tournament token using tournament_disclosure_counts logic
Trinity\BaCr\Trinity-BaCr-Aff-Northwestern-Round-1.docx,Northwestern,Trinity,BaCr,matched tournament token using tournament_disclosure_counts logic
Trinity\KhOl\Trinity-KhOl-Aff-01---Northwestern-Round-1.docx,Northwestern,Trinity,KhOl,matched tournament token using tournament_disclosure_counts logic
Trinity\KhOl\Trinity-KhOl-Aff-01---Northwestern-Round-3.docx,Northwestern,Trinity,KhOl,matched tournament token using tournament_disclosure_counts logic
Trinity\KhOl\Trinity-KhOl-Aff-01---Northwestern-Round-6.docx,Northwestern,Trinity,KhOl,matched tournament token using tournament_disclosure_counts logic
Trinity\KhOl\Trinity-KhOl-Neg-01---Northwestern-Round-2.docx,Northwestern,Trinity,KhOl,matched tournament token using tournament_disclosure_counts logic
Trinity\KhOl\Trinity-KhOl-Neg-01---Northwestern-Round-4.docx,Northwestern,Trinity,KhOl,matched tournament token using tournament_disclosure_counts logic
Trinity\KhOl\Trinity-KhOl-Neg-01---Northwestern-Round-5.docx,Northwestern,Trinity,KhOl,matched tournament token using tournament_disclosure_counts logic
Trinity\KiPa\Trinity-KiPa-Aff-1---NUSO-Round-2.docx,Northwestern,Trinity,KiPa,matched tournament token using tournament_disclosure_counts logic
Trinity\KiPa\Trinity-KiPa-Neg-1---NUSO-Round-1.docx,Northwestern,Trinity,KiPa,matched tournament token using tournament_disclosure_counts logic
Trinity\KiPa\Trinity-KiPa-Neg-1---NUSO-Round-3.docx,Northwestern,Trinity,KiPa,matched tournament token using tournament_disclosure_counts logic
Trinity\KiPa\Trinity-KiPa-Neg-1---NUSO-Round-5.docx,Northwestern,Trinity,KiPa,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\BoUr\UCBerkeley-BoUr-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\BoUr\UCBerkeley-BoUr-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\BoUr\UCBerkeley-BoUr-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\BoUr\UCBerkeley-BoUr-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\BoUr\UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\BoUr\UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\BoUr\UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
