file_index,source_file,returncode,success,summary_rows,argument_rows,card_rows,stdout_excerpt,stderr_excerpt
285,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Aff-04---Gonzaga-Round-2.docx,0,True,1,6,1,Parse complete. | Doc: MichiganState-FoMa-Aff-04---Gonzaga-Round-2.docx | Positions detected: 6 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
286,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Aff-04---Gonzaga-Round-4.docx,0,True,1,7,2,Parse complete. | Doc: MichiganState-FoMa-Aff-04---Gonzaga-Round-4.docx | Positions detected: 7 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
287,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Aff-04---Gonzaga-Round-6.docx,0,True,1,4,1,Parse complete. | Doc: MichiganState-FoMa-Aff-04---Gonzaga-Round-6.docx | Positions detected: 4 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
288,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Aff-04---Gonzaga-Round-7.docx,0,True,1,5,2,Parse complete. | Doc: MichiganState-FoMa-Aff-04---Gonzaga-Round-7.docx | Positions detected: 5 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
289,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Neg-04---Gonzaga-Round-1.docx,0,True,1,3,0,Parse complete. | Doc: MichiganState-FoMa-Neg-04---Gonzaga-Round-1.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
290,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Neg-04---Gonzaga-Round-3.docx,0,True,1,10,4,Parse complete. | Doc: MichiganState-FoMa-Neg-04---Gonzaga-Round-3.docx | Positions detected: 10 | Cards detected: 4 | Cards with highlighted/underlined read proxy: 4 | ,
291,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Neg-04---Gonzaga-Round-5.docx,0,True,1,12,3,Parse complete. | Doc: MichiganState-FoMa-Neg-04---Gonzaga-Round-5.docx | Positions detected: 12 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
292,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\FoMa\MichiganState-FoMa-Neg-04---Gonzaga-Round-8.docx,0,True,1,3,1,Parse complete. | Doc: MichiganState-FoMa-Neg-04---Gonzaga-Round-8.docx | Positions detected: 3 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
293,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GeSh\MichiganState-GeSh-Aff-Gonzaga-University-Jesuit-Debates-Round-2.docx,0,True,1,0,0,Parse complete. | Doc: MichiganState-GeSh-Aff-Gonzaga-University-Jesuit-Debates-Round-2.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
294,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GeSh\MichiganState-GeSh-Aff-Gonzaga-University-Jesuit-Debates-Round-3.docx,0,True,1,0,0,Parse complete. | Doc: MichiganState-GeSh-Aff-Gonzaga-University-Jesuit-Debates-Round-3.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
295,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GeSh\MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-1.docx,0,True,1,0,0,Parse complete. | Doc: MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-1.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
296,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GeSh\MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-4.docx,0,True,1,0,0,Parse complete. | Doc: MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-4.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
297,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GeSh\MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-6.docx,0,True,1,1,0,Parse complete. | Doc: MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-6.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
298,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GeSh\MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-8.docx,0,True,1,0,0,Parse complete. | Doc: MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-8.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
299,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Aff-Gonzaga-Round-1.docx,0,True,1,6,1,Parse complete. | Doc: MichiganState-GuLe-Aff-Gonzaga-Round-1.docx | Positions detected: 6 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
300,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Aff-Gonzaga-Round-4.docx,0,True,1,3,0,Parse complete. | Doc: MichiganState-GuLe-Aff-Gonzaga-Round-4.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
301,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Aff-Gonzaga-Round-5.docx,0,True,1,8,0,Parse complete. | Doc: MichiganState-GuLe-Aff-Gonzaga-Round-5.docx | Positions detected: 8 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
302,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Aff-Gonzaga-Round-8.docx,0,True,1,5,3,Parse complete. | Doc: MichiganState-GuLe-Aff-Gonzaga-Round-8.docx | Positions detected: 5 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
303,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Neg-Gonzaga-Round-2.docx,0,True,1,5,1,Parse complete. | Doc: MichiganState-GuLe-Neg-Gonzaga-Round-2.docx | Positions detected: 5 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
304,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Neg-Gonzaga-Round-3.docx,0,True,1,3,1,Parse complete. | Doc: MichiganState-GuLe-Neg-Gonzaga-Round-3.docx | Positions detected: 3 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
305,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Neg-Gonzaga-Round-6.docx,0,True,1,4,0,Parse complete. | Doc: MichiganState-GuLe-Neg-Gonzaga-Round-6.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
306,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\GuLe\MichiganState-GuLe-Neg-Gonzaga-Round-7.docx,0,True,1,5,0,Parse complete. | Doc: MichiganState-GuLe-Neg-Gonzaga-Round-7.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
307,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\JaSc\MichiganState-JaSc-Aff-4---Gonzaga-Round-1.docx,0,True,1,4,0,Parse complete. | Doc: MichiganState-JaSc-Aff-4---Gonzaga-Round-1.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
308,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\JaSc\MichiganState-JaSc-Aff-4---Gonzaga-Round-3.docx,0,True,1,6,0,Parse complete. | Doc: MichiganState-JaSc-Aff-4---Gonzaga-Round-3.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
309,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\JaSc\MichiganState-JaSc-Aff-4---Gonzaga-Round-5.docx,0,True,1,2,0,Parse complete. | Doc: MichiganState-JaSc-Aff-4---Gonzaga-Round-5.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
310,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\JaSc\MichiganState-JaSc-Neg-4---Gonzaga-Round-2.docx,0,True,1,1,6,Parse complete. | Doc: MichiganState-JaSc-Neg-4---Gonzaga-Round-2.docx | Positions detected: 1 | Cards detected: 6 | Cards with highlighted/underlined read proxy: 6 | ,
311,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\JaSc\MichiganState-JaSc-Neg-4---Gonzaga-Round-4.docx,0,True,1,4,5,Parse complete. | Doc: MichiganState-JaSc-Neg-4---Gonzaga-Round-4.docx | Positions detected: 4 | Cards detected: 5 | Cards with highlighted/underlined read proxy: 5 | ,
312,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\JaSc\MichiganState-JaSc-Neg-4---Gonzaga-Round-6.docx,0,True,1,1,0,Parse complete. | Doc: MichiganState-JaSc-Neg-4---Gonzaga-Round-6.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
313,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\MichiganState\JaSc\MichiganState-JaSc-Neg-4---Gonzaga-Round-8.docx,0,True,1,2,0,Parse complete. | Doc: MichiganState-JaSc-Neg-4---Gonzaga-Round-8.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
314,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Minnesota\HaUs\Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-1.docx,0,True,1,14,38,Parse complete. | Doc: Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-1.docx | Positions detected: 14 | Cards detected: 38 | Cards with highlighted/underlined read proxy: 38 | ,
315,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Minnesota\HaUs\Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-4.docx,0,True,1,15,33,Parse complete. | Doc: Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-4.docx | Positions detected: 15 | Cards detected: 33 | Cards with highlighted/underlined read proxy: 33 | ,
316,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Minnesota\HaUs\Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-5.docx,0,True,1,13,43,Parse complete. | Doc: Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-5.docx | Positions detected: 13 | Cards detected: 43 | Cards with highlighted/underlined read proxy: 43 | ,
317,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Minnesota\HaUs\Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-2.docx,0,True,1,1,4,Parse complete. | Doc: Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-2.docx | Positions detected: 1 | Cards detected: 4 | Cards with highlighted/underlined read proxy: 4 | ,
318,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Minnesota\HaUs\Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-3.docx,0,True,1,0,0,Parse complete. | Doc: Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-3.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
319,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Minnesota\HaUs\Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-6.docx,0,True,1,13,7,Parse complete. | Doc: Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-6.docx | Positions detected: 13 | Cards detected: 7 | Cards with highlighted/underlined read proxy: 7 | ,
320,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Minnesota\HaUs\Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-7.docx,0,True,1,3,13,Parse complete. | Doc: Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-7.docx | Positions detected: 3 | Cards detected: 13 | Cards with highlighted/underlined read proxy: 13 | ,
321,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Navy\CoRe\Navy-CoRe-Aff-Gonzaga-Round-4.docx,0,True,1,1,0,Parse complete. | Doc: Navy-CoRe-Aff-Gonzaga-Round-4.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
322,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Navy\KlHu\Navy-KlHu-Aff-Gonzaga-All-Rounds.docx,0,True,0,3,0,Parse complete. | Doc: Navy-KlHu-Aff-Gonzaga-All-Rounds.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | STRICT MODE: summary row omitted because strict_fail_missing_round | ,
323,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Aff-01---Gonzaga-Round-2.docx,0,True,1,1,0,Parse complete. | Doc: Northwestern-ArHi-Aff-01---Gonzaga-Round-2.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
324,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Aff-01---Gonzaga-Round-3.docx,0,True,1,1,0,Parse complete. | Doc: Northwestern-ArHi-Aff-01---Gonzaga-Round-3.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
325,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Aff-01---Gonzaga-Round-6.docx,0,True,1,6,0,Parse complete. | Doc: Northwestern-ArHi-Aff-01---Gonzaga-Round-6.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
326,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Aff-01---Gonzaga-Round-8.docx,0,True,1,5,0,Parse complete. | Doc: Northwestern-ArHi-Aff-01---Gonzaga-Round-8.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
327,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Neg-01---Gonzaga-Round-1.docx,0,True,1,2,0,Parse complete. | Doc: Northwestern-ArHi-Neg-01---Gonzaga-Round-1.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
328,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Neg-01---Gonzaga-Round-4.docx,0,True,1,7,0,Parse complete. | Doc: Northwestern-ArHi-Neg-01---Gonzaga-Round-4.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
329,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Neg-01---Gonzaga-Round-5.docx,0,True,1,14,0,Parse complete. | Doc: Northwestern-ArHi-Neg-01---Gonzaga-Round-5.docx | Positions detected: 14 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
330,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArHi\Northwestern-ArHi-Neg-01---Gonzaga-Round-7.docx,0,True,1,7,0,Parse complete. | Doc: Northwestern-ArHi-Neg-01---Gonzaga-Round-7.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
331,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Aff-3.-Gonzaga-Round-2.docx,0,True,1,7,0,Parse complete. | Doc: Northwestern-ArTa-Aff-3.-Gonzaga-Round-2.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
332,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Aff-3.-Gonzaga-Round-4.docx,0,True,1,4,0,Parse complete. | Doc: Northwestern-ArTa-Aff-3.-Gonzaga-Round-4.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
333,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Aff-3.-Gonzaga-Round-5.docx,0,True,1,4,0,Parse complete. | Doc: Northwestern-ArTa-Aff-3.-Gonzaga-Round-5.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
334,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Aff-3.-Gonzaga-Round-8.docx,0,True,1,9,1,Parse complete. | Doc: Northwestern-ArTa-Aff-3.-Gonzaga-Round-8.docx | Positions detected: 9 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
335,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Neg-3.-Gonzaga-Round-1.docx,0,True,1,11,0,Parse complete. | Doc: Northwestern-ArTa-Neg-3.-Gonzaga-Round-1.docx | Positions detected: 11 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
336,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Neg-3.-Gonzaga-Round-3.docx,0,True,1,3,0,Parse complete. | Doc: Northwestern-ArTa-Neg-3.-Gonzaga-Round-3.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
337,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Neg-3.-Gonzaga-Round-6.docx,0,True,1,3,0,Parse complete. | Doc: Northwestern-ArTa-Neg-3.-Gonzaga-Round-6.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
338,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\ArTa\Northwestern-ArTa-Neg-3.-Gonzaga-Round-7.docx,0,True,1,11,0,Parse complete. | Doc: Northwestern-ArTa-Neg-3.-Gonzaga-Round-7.docx | Positions detected: 11 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
339,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-1.docx,0,True,1,3,0,Parse complete. | Doc: Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-1.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
340,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-4.docx,0,True,1,1,0,Parse complete. | Doc: Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-4.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
341,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-5.docx,0,True,1,2,0,Parse complete. | Doc: Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-5.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
342,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-8.docx,0,True,1,4,0,Parse complete. | Doc: Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-8.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
343,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-2.docx,0,True,1,1,1,Parse complete. | Doc: Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-2.docx | Positions detected: 1 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
344,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-3.docx,0,True,1,7,0,Parse complete. | Doc: Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-3.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
345,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-6.docx,0,True,1,8,0,Parse complete. | Doc: Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-6.docx | Positions detected: 8 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
346,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\HePe\Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-7.docx,0,True,1,2,0,Parse complete. | Doc: Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-7.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
347,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Aff-3---Gonzaga-Round-2.docx,0,True,1,1,3,Parse complete. | Doc: Northwestern-LeWe-Aff-3---Gonzaga-Round-2.docx | Positions detected: 1 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
348,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Aff-3---Gonzaga-Round-3.docx,0,True,1,1,0,Parse complete. | Doc: Northwestern-LeWe-Aff-3---Gonzaga-Round-3.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
349,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Aff-3---Gonzaga-Round-6.docx,0,True,1,1,1,Parse complete. | Doc: Northwestern-LeWe-Aff-3---Gonzaga-Round-6.docx | Positions detected: 1 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
350,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Aff-3---Gonzaga-Round-7.docx,0,True,1,1,0,Parse complete. | Doc: Northwestern-LeWe-Aff-3---Gonzaga-Round-7.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
351,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Neg-3---Gonzaga-Round-1.docx,0,True,1,5,0,Parse complete. | Doc: Northwestern-LeWe-Neg-3---Gonzaga-Round-1.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
352,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Neg-3---Gonzaga-Round-4.docx,0,True,1,5,0,Parse complete. | Doc: Northwestern-LeWe-Neg-3---Gonzaga-Round-4.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
353,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Neg-3---Gonzaga-Round-5.docx,0,True,1,2,0,Parse complete. | Doc: Northwestern-LeWe-Neg-3---Gonzaga-Round-5.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
354,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LeWe\Northwestern-LeWe-Neg-3---Gonzaga-Round-8.docx,0,True,1,2,0,Parse complete. | Doc: Northwestern-LeWe-Neg-3---Gonzaga-Round-8.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
355,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LuLe\Northwestern-LuLe-Aff-03---Gonzaga-Round-2.docx,0,True,1,4,0,Parse complete. | Doc: Northwestern-LuLe-Aff-03---Gonzaga-Round-2.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
356,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LuLe\Northwestern-LuLe-Aff-03---Gonzaga-Round-5.docx,0,True,1,9,0,Parse complete. | Doc: Northwestern-LuLe-Aff-03---Gonzaga-Round-5.docx | Positions detected: 9 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
357,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LuLe\Northwestern-LuLe-Aff-03---Gonzaga-Round-7.docx,0,True,1,1,0,Parse complete. | Doc: Northwestern-LuLe-Aff-03---Gonzaga-Round-7.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
358,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LuLe\Northwestern-LuLe-Neg-03---Gonzaga-Round-1.docx,0,True,1,7,0,Parse complete. | Doc: Northwestern-LuLe-Neg-03---Gonzaga-Round-1.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
359,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LuLe\Northwestern-LuLe-Neg-03---Gonzaga-Round-3.docx,0,True,1,2,0,Parse complete. | Doc: Northwestern-LuLe-Neg-03---Gonzaga-Round-3.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
360,1 -- data\raw\9 -- Build Gonzaga Dataset\Gonzaga_only\Northwestern\LuLe\Northwestern-LuLe-Neg-03---Gonzaga-Round-6.docx,0,True,1,3,0,Parse complete. | Doc: Northwestern-LuLe-Neg-03---Gonzaga-Round-6.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
