file_index,selected_file_path,returncode,parse_success,join_success,summary_rows,stdout_excerpt,stderr_excerpt
82,DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: DartmouthCollege-PaHa-Neg-01----northwestern-Round-1.docx | Positions detected: 5 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
83,DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: DartmouthCollege-PaHa-Neg-01----northwestern-Round-3.docx | Positions detected: 5 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
84,DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: DartmouthCollege-PaHa-Neg-01----northwestern-Round-6.docx | Positions detected: 5 | Cards detected: 6 | Cards with highlighted/underlined read proxy: 6 | ,
85,DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: DartmouthCollege-PaHa-Neg-01----northwestern-Round-8.docx | Positions detected: 9 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
86,Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx | Positions detected: 4 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
87,Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
88,Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx | Positions detected: 4 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
89,Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
90,Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
91,Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx | Positions detected: 10 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
92,Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx | Positions detected: 9 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
93,Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx | Positions detected: 7 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
94,Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Aff-Northwestern-Round-2.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
95,Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Aff-Northwestern-Round-4.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
96,Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Aff-Northwestern-Round-5.docx | Positions detected: 6 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
97,Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Aff-Northwestern-Round-8.docx | Positions detected: 6 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
98,Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Neg-Northwestern-Round-1.docx | Positions detected: 14 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
99,Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Neg-Northwestern-Round-3.docx | Positions detected: 5 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
100,Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Neg-Northwestern-Round-6.docx | Positions detected: 12 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
101,Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-ChFe-Neg-Northwestern-Round-7.docx | Positions detected: 3 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
102,Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-2.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Aff-1---Northwestern-Round-2.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
103,Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-3.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Aff-1---Northwestern-Round-3.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
104,Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-5.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Aff-1---Northwestern-Round-5.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
105,Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-8.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Aff-1---Northwestern-Round-8.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
106,Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-1.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Neg-1---Northwestern-Round-1.docx | Positions detected: 7 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
107,Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-4.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Neg-1---Northwestern-Round-4.docx | Positions detected: 4 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
108,Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-6.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Neg-1---Northwestern-Round-6.docx | Positions detected: 3 | Cards detected: 9 | Cards with highlighted/underlined read proxy: 9 | ,
109,Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-7.docx,0,True,False,1,Parse complete. | Doc: Emory-CrTa-Neg-1---Northwestern-Round-7.docx | Positions detected: 3 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
110,Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Aff-1.-Northwestern-Round-1.docx | Positions detected: 2 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
111,Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Aff-1.-Northwestern-Round-4.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
112,Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Aff-1.-Northwestern-Round-6.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
113,Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Aff-1.-Northwestern-Round-7.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
114,Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Neg-1.-Northwestern-Round-2.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
115,Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Neg-1.-Northwestern-Round-3.docx | Positions detected: 10 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
116,Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Neg-1.-Northwestern-Round-5.docx | Positions detected: 13 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
117,Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-GaSo-Neg-1.-Northwestern-Round-8.docx | Positions detected: 11 | Cards detected: 7 | Cards with highlighted/underlined read proxy: 7 | ,
118,Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Aff-Northwestern-Round-2.docx | Positions detected: 7 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
119,Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Aff-Northwestern-Round-3.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
120,Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Aff-Northwestern-Round-6.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
121,Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Aff-Northwestern-Round-8.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
122,Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Neg-Northwestern-Round-1.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
123,Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Neg-Northwestern-Round-4.docx | Positions detected: 6 | Cards detected: 4 | Cards with highlighted/underlined read proxy: 4 | ,
124,Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Neg-Northwestern-Round-5.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
125,Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-GeMa-Neg-Northwestern-Round-7.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
126,Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-2.docx | Positions detected: 14 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
127,Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-4.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
128,Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-5.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
129,Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-7.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
130,Emory\GrCh\Emory-GrCh-Neg-1---Owen-L-Coon-Memorial-Debates-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Neg-1---Owen-L-Coon-Memorial-Debates-Round-1.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
131,Emory\GrCh\Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-3.docx | Positions detected: 9 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
132,Emory\GrCh\Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-6.docx | Positions detected: 10 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
133,Emory\GrCh\Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-8.docx | Positions detected: 2 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
134,Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Aff-NUSO-Round-1.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
135,Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Aff-NUSO-Round-3.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
136,Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Aff-NUSO-Round-5.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
137,Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Aff-NUSO-Round-7.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
138,Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Neg-NUSO-Round-2.docx | Positions detected: 9 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
139,Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Neg-NUSO-Round-4.docx | Positions detected: 5 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
140,Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Neg-NUSO-Round-6.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
141,Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-JiRa-Neg-NUSO-Round-8.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
142,Emory\KiSh\Emory-KiSh-Aff-01---Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-KiSh-Aff-01---Northwestern-Round-2.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
143,Emory\KiSh\Emory-KiSh-Aff-01---Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-KiSh-Aff-01---Northwestern-Round-4.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
144,Emory\KiSh\Emory-KiSh-Aff-01---Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-KiSh-Aff-01---Northwestern-Round-5.docx | Positions detected: 4 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
145,Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-KiSh-Neg-01---Northwestern-Round-1.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
146,Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-KiSh-Neg-01---Northwestern-Round-3.docx | Positions detected: 5 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
147,Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-KiSh-Neg-01---Northwestern-Round-6.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
148,Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-KiSh-Neg-01---Northwestern-Round-7.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
149,Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Aff-01---Northwestern-Round-1.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
150,Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Aff-01---Northwestern-Round-4.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
151,Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Aff-01---Northwestern-Round-5.docx | Positions detected: 5 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
152,Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Aff-01---Northwestern-Round-8.docx | Positions detected: 4 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
153,Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Neg-01---Northwestern-Round-2.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
154,Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Neg-01---Northwestern-Round-3.docx | Positions detected: 8 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
155,Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Neg-01---Northwestern-Round-6.docx | Positions detected: 8 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
156,Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-LoYa-Neg-01---Northwestern-Round-7.docx | Positions detected: 8 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
157,Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Aff-1---Northwestern-Round-1.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
158,Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Aff-1---Northwestern-Round-4.docx | Positions detected: 2 | Cards detected: 5 | Cards with highlighted/underlined read proxy: 5 | ,
159,Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Aff-1---Northwestern-Round-5.docx | Positions detected: 2 | Cards detected: 5 | Cards with highlighted/underlined read proxy: 5 | ,
160,Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Aff-1---Northwestern-Round-7.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
161,Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Neg-1---Northwestern-Round-2.docx | Positions detected: 10 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
162,Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Neg-1---Northwestern-Round-3.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
163,Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Neg-1---Northwestern-Round-6.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
164,Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-OkPa-Neg-1---Northwestern-Round-8.docx | Positions detected: 9 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
165,Emory\PeSt\Emory-PeSt-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-PeSt-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
166,Emory\PeSt\Emory-PeSt-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-PeSt-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
167,Emory\PeSt\Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
168,Emory\PeSt\Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
169,Emory\PeSt\Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx | Positions detected: 8 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
170,Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Aff-1.-Northwestern-Round-2.docx | Positions detected: 3 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
171,Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Aff-1.-Northwestern-Round-3.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
172,Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Aff-1.-Northwestern-Round-6.docx | Positions detected: 3 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
173,Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Aff-1.-Northwestern-Round-8.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
174,Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Neg-1.-Northwestern-Round-1.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
175,Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Neg-1.-Northwestern-Round-4.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
176,Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Neg-1.-Northwestern-Round-5.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
177,Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Emory-RuYo-Neg-1.-Northwestern-Round-7.docx | Positions detected: 3 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
178,Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-1.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Aff-Northwestern-Round-1.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
179,Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-3.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Aff-Northwestern-Round-3.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
180,Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-6.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Aff-Northwestern-Round-6.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
181,Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-7.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Aff-Northwestern-Round-7.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
